countryCode,type,name,nameLocal,address,phone,website,openHours,lat,lng,verified
KR,embassy,Đại sứ quán Việt Nam tại Hàn Quốc,,"123 Bukchon-ro, Jongno-gu, Seoul (03052), Hàn Quốc",+82-2-720-5510,,,,,,false
KR,police,,,,,,,,,,false
KR,hospital,,,,,,,,,,false
KR,pharmacy,,,,,,,,,,false
